id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
2384,Condo in Chicago · ★4.99 · 1 bedroom · 1 bed · 1 shared bath,2613,Rebecca,NA,Hyde Park,41.7879,-87.5878,Private room,70,3,229,2023-10-31,2.1,1,362,19,R17000015609
7126,Rental unit in Chicago · ★4.70 · 1 bedroom · 1 bed · 1 bath,17928,Sarah,NA,West Town,41.90166,-87.68021,Entire home/apt,90,2,512,2023-10-09,2.91,1,335,36,R21000075737
10945,Rental unit in Chicago · ★4.63 · 2 bedrooms · 2 beds · 1 bath,33004,At Home Inn,NA,Lincoln Park,41.91196,-87.63981,Entire home/apt,106,4,78,2023-11-06,0.66,5,225,19,2209984
1461451,Rental unit in Chicago · ★4.60 · 1 bedroom · 1 bed · 2 shared baths,2907254,Joe,NA,West Ridge,42.01653,-87.68788,Shared room,28,1,188,2023-11-21,1.49,15,180,10,R21000075752
1502674,Rental unit in Chicago · ★4.79 · 2 bedrooms · 2 beds · 1 bath,33004,At Home Inn,NA,Lincoln Park,41.91175,-87.63834,Entire home/apt,146,4,110,2023-12-10,0.88,5,0,27,2209985
12140,Boutique hotel in Chicago · ★4.93 · 1 bedroom · 1 bed · 1 private bath,46734,Shay And Robert,NA,Lincoln Park,41.92357,-87.64947,Private room,329,2,15,2023-05-21,0.15,1,174,2,R20000055258
24833,Rental unit in Chicago · ★4.29 · 1 bedroom · 1 bed · 1 bath,101521,Red,NA,Lincoln Park,41.925961,-87.656364,Entire home/apt,59,32,40,2023-04-22,0.24,3,216,1,City registration pending
1554433,Bungalow in Chicago · ★4.85 · 1 bedroom · 1 bed · 1.5 shared baths,6088938,Eric,NA,Beverly,41.71554,-87.67197,Private room,49,32,199,2023-10-09,1.59,2,319,2,R17000013891
25879,Rental unit in Chicago · ★4.32 · 2 bedrooms · 3 beds · 1 bath,101521,Red,NA,Lincoln Park,41.92499,-87.65573,Entire home/apt,74,32,49,2023-09-30,0.3,3,365,2,City registration pending
28749,Loft in Chicago · ★4.78 · 3 bedrooms · 3 beds · 2 baths,27506,Lauri,NA,Logan Square,41.92137,-87.67932,Entire home/apt,139,2,195,2023-12-17,1.23,1,177,31,R22000079930
1562331,Rental unit in Chicago · 1 bedroom · 1 bed · 1 shared bath,3710712,Rick,NA,Portage Park,41.95993,-87.77808,Private room,NA,32,0,NA,NA,1,87,0,NA
37738,Home in Chicago · ★4.99 · 1 bedroom · 1 bed · 1.5 shared baths,162364,Mat And Randy,NA,Uptown,41.97303,-87.66567,Private room,NA,32,250,2020-03-15,1.53,2,0,0,R20000059426
1573401,Home in Chicago · ★4.89 · 1 bedroom · 1 bed · 1 shared bath,8186262,April,NA,Lower West Side,41.85592,-87.66249,Private room,48,2,362,2023-11-25,5.02,2,125,57,R21000069179
71930,Rental unit in Chicago · ★4.88 · 1 bedroom · 1 bed · 1 shared bath,334241,Michael And Veronica,NA,West Town,41.89615,-87.67934,Private room,96,3,109,2023-10-22,0.71,2,270,13,R17000013986
1584422,Rental unit in Chicago · ★4.93 · 3 bedrooms · 8 beds · 2 baths,2810938,Carole,NA,Near North Side,41.90532,-87.64761,Entire home/apt,514,3,45,2023-11-05,0.36,3,0,12,2555923
1591370,Rental unit in Chicago · ★4.83 · 1 bedroom · 4 beds · 1 bath,8489460,Holly + Mark,NA,Rogers Park,42.01177,-87.67758,Entire home/apt,129,2,189,2023-10-16,1.51,1,350,20,R22000090320
84042,Rental unit in Chicago · ★4.88 · 1 bedroom · 1 bed · 1 shared bath,334241,Michael And Veronica,NA,West Town,41.89615,-87.67934,Private room,NA,3,132,2023-10-09,0.86,2,0,8,R17000013986
1614802,Rental unit in Chicago · ★4.91 · 1 bedroom · 2 beds · 1 private bath,8595700,Carin,NA,Lake View,41.93455,-87.66141,Private room,68,4,352,2023-11-18,2.99,1,250,33,R23000105186
94450,Rental unit in Chicago · ★5.0 · 1 bedroom · 1 bed · 1 bath,504470,Mark,NA,Edgewater,41.9796,-87.66512,Entire home/apt,111,3,20,2023-12-03,1.17,1,120,13,R22000082956
1620098,Rental unit in Chicago · ★4.66 · 1 bedroom · 1 bed · 1 private bath,8619275,Leszek,NA,Lincoln Park,41.92817,-87.64282,Private room,150,1,68,2023-10-08,0.54,1,82,12,R22000079040
145659,Rental unit in Chicago · ★4.78 · 3 bedrooms · 3 beds · 2 baths,683529,Joe,NA,North Center,41.94342,-87.68121,Entire home/apt,198,1,76,2023-11-26,0.76,23,353,19,2209272
1648786,Home in Chicago · ★4.78 · 2 bedrooms · 2 beds · 1 shared bath,1426804,Afri,NA,Chatham,41.72706,-87.61164,Private room,55,2,104,2022-08-01,0.83,1,0,0,R17000013914
145690,Rental unit in Chicago · ★4.78 · 4 bedrooms · 4 beds · 2 baths,683529,Joe,NA,Lincoln Park,41.91289,-87.63864,Entire home/apt,298,32,86,2022-08-11,0.83,23,361,0,2083778
189821,Rental unit in Chicago · ★4.95 · 2 bedrooms · 3 beds · 1 bath,899757,Meighan,NA,Logan Square,41.92918,-87.70219,Entire home/apt,200,2,638,2023-12-03,4.28,1,261,43,R21000062936
1663673,Rental unit in Chicago · ★4.90 · 1 bedroom · 2 beds · 1 bath,8813383,Mindy + Tony,NA,West Town,41.89322,-87.68572,Entire home/apt,96,2,395,2023-11-25,3.27,3,0,39,R22000090635
1668481,Rental unit in Chicago · ★4.82 · 2 bedrooms · 2 beds · 1 bath,531832,Evan,NA,West Town,41.89678,-87.6971,Entire home/apt,NA,32,116,2021-05-20,1.19,1,0,0,R18000026178
207218,Rental unit in Chicago · ★4.90 · 1 bedroom · 1 bed · 1 bath,1019125,Jb,NA,Pullman,41.68843,-87.60712,Entire home/apt,100,32,316,2023-10-16,2.11,3,328,18,R21000073121
1759266,Rental unit in Chicago · ★4.81 · 2 bedrooms · 2 beds · 1 bath,9249272,Mark,NA,Lake View,41.93396,-87.65897,Entire home/apt,173,2,78,2023-11-24,0.68,1,0,17,2209110
207351,Place to stay in Chicago · ★4.91 · 1 bedroom · 1 bed · 1 bath,1019125,Jb,NA,Pullman,41.68954,-87.60786,Entire home/apt,50,32,46,2023-08-08,0.31,3,178,2,R21000073121
220333,Rental unit in Chicago · ★5.0 · 2 bedrooms · 1 bed · 1 bath,1019125,Jb,NA,Pullman,41.68912,-87.60725,Entire home/apt,100,32,4,2023-07-08,0.03,3,218,2,NA
1759389,Home in Chicago · ★4.97 · 1 bedroom · 1 bed · 1.5 shared baths,1559157,Amanda,NA,Lower West Side,41.84801,-87.68127,Private room,82,2,150,2023-10-09,1.21,3,360,11,R20000054162
225314,Home in Chicago · ★4.92 · 1 bedroom · 1 bed · 1 shared bath,1173654,Jillian,NA,Logan Square,41.92589,-87.69737,Private room,88,2,26,2023-10-09,0.19,1,177,5,R20000054219
1769731,Rental unit in Chicago · ★4.77 · 1 bedroom · 2 beds · 1 bath,9297431,Inn At Wrigleyville,NA,Lake View,41.94747,-87.65417,Entire home/apt,279,1,22,2023-11-05,0.74,6,272,6,2446867
1772920,Rental unit in Chicago · ★4.71 · 3 bedrooms · 5 beds · 2 baths,9297431,Inn At Wrigleyville,NA,Lake View,41.94842,-87.65307,Entire home/apt,565,1,14,2023-08-06,0.11,6,273,2,2446868
233933,Home in Chicago · ★4.80 · 1 bedroom · 1 bed · 1 shared bath,1224828,Tippi,NA,Irving Park,41.95758,-87.7271,Private room,60,2,167,2023-11-28,1.13,2,342,13,R22000094076
1773021,Rental unit in Chicago · ★4.94 · 4 bedrooms · 5 beds · 2 baths,9297431,Inn At Wrigleyville,NA,Lake View,41.94774,-87.65421,Entire home/apt,765,1,34,2023-09-24,1.05,6,273,9,2446868
1773025,Rental unit in Chicago · ★4.76 · 4 bedrooms · 5 beds · 2 baths,9297431,Inn At Wrigleyville,NA,Lake View,41.9475,-87.6542,Entire home/apt,765,1,25,2023-09-24,0.77,6,273,4,2446867
250354,Condo in Chicago · ★4.84 · 2 bedrooms · 1 bed · 1 bath,1311953,Ronald,NA,Near South Side,41.85923,-87.62198,Entire home/apt,170,180,35,2018-01-15,0.24,1,358,0,City registration pending
1810118,Home in Chicago · ★4.89 · 1 bedroom · 1 bed · 1 private bath,9483312,Ryan,NA,Woodlawn,41.77738,-87.60041,Private room,79,4,365,2023-10-08,3.05,2,163,10,R17000015592
258253,Rental unit in Chicago · ★4.90 · 1 bedroom · 1 bed · 1 bath,1358243,June,NA,West Ridge,42.0076,-87.6825,Entire home/apt,48,33,30,2023-08-25,0.2,2,132,1,398144   Chicago:   R190000050938
1837153,Rental unit in Chicago · ★4.48 · 1 bedroom · 1 bed · 1 bath,9601147,Chester,NA,Hyde Park,41.79989,-87.59432,Entire home/apt,115,32,58,2023-06-20,0.48,1,365,1,City registration pending
264547,Condo in Chicago · ★4.84 · 2 bedrooms · 2 beds · 1.5 baths,1387948,Dominic,NA,Near West Side,41.88413,-87.64315,Entire home/apt,163,32,63,2021-10-17,0.45,1,230,0,City registration pending
1854000,Rental unit in Chicago · ★4.58 · 1 bedroom · 1 bed · 1 bath,9471604,James,NA,Lincoln Park,41.93264,-87.64311,Entire home/apt,364,32,155,2022-08-09,1.28,1,365,0,R93749978238
1921670,Rental unit in Chicago · ★4.86 · 2 bedrooms · 2 beds · 1 bath,9959757,Jedidiah,NA,Irving Park,41.94663,-87.70783,Entire home/apt,77,2,309,2023-12-15,2.87,8,300,28,R18000036958
289689,Condo in Chicago · ★4.79 · 1 bedroom · 1 bed · 1 private bath,1376077,Killian,NA,Edgewater,41.97806,-87.65676,Private room,32,30,67,2023-10-05,0.46,1,282,1,R21000062931
1931880,Rental unit in Chicago · 1 bedroom · 1 bed · 1 bath,4995578,George,NA,Lake View,41.93564,-87.6424,Entire home/apt,125,32,1,2022-09-05,0.06,1,7,0,NA
290155,Rental unit in Chicago · ★4.84 · 3 bedrooms · 3 beds · 1.5 baths,1505878,Bob,NA,Bridgeport,41.82712,-87.64046,Entire home/apt,130,32,50,2020-03-17,0.34,2,0,0,2074659
312192,Rental unit in Chicago · ★4.74 · 2 bedrooms · 3 beds · 1.5 baths,1505878,Bob,NA,Bridgeport,41.82741,-87.63934,Entire home/apt,146,32,39,2020-03-15,0.35,2,0,0,2074660
1939467,Rental unit in Chicago · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,8292749,Ilya,NA,Irving Park,41.959981860728035,-87.73006782293396,Private room,37,32,3,2023-10-02,0.55,2,167,3,NA
345075,Condo in Chicago · ★4.96 · 1 bedroom · 1 bed · 1 private bath,1746524,Patricia,NA,Kenwood,41.80774,-87.59459,Private room,100,2,283,2023-11-26,1.98,1,342,18,R22000076583
350347,Loft in Chicago · ★4.90 · 2 bedrooms · 2 beds · 2 baths,845242,Mi Casa Su Casa Vacations,NA,Lake View,41.94107,-87.65492,Entire home/apt,194,3,720,2023-12-13,5.02,1,0,60,R21000062667
1944802,Rental unit in Chicago · ★4.69 · 2 bedrooms · 2 beds · 2 baths,3965428,Rob,NA,Near South Side,41.85487,-87.62024,Entire home/apt,200,140,13,2016-10-15,0.11,72,365,0,City registration pending
372929,Home in Chicago · ★4.85 · 3 bedrooms · 5 beds · 3 baths,1876597,The Adventurers,NA,West Town,41.89629,-87.65704,Entire home/apt,234,2,289,2023-11-22,2.14,2,353,19,2510875
1984545,Townhouse in Chicago · ★4.0 · 3 bedrooms · 3 beds · 3.5 baths,4010906,Bobbie,NA,Grand Boulevard,41.81961,-87.61324,Entire home/apt,242,32,4,2017-06-06,0.04,4,365,0,2255946
404792,Rental unit in Chicago · ★4.53 · 2 bedrooms · 3 beds · 1 bath,1844352,Christine,NA,West Town,41.88947,-87.66933,Entire home/apt,96,3,218,2023-11-30,1.56,1,158,10,R23000098892
2011301,Home in Chicago · ★4.64 · 1 bedroom · 1 bed · 1 shared bath,5166793,Carrie & Brad,NA,Logan Square,41.92118,-87.68678,Private room,47,2,281,2023-11-18,2.31,2,84,23,R18000037035
2062638,Condo in Chicago · ★4.79 · 3 bedrooms · 4 beds · 2 baths,1876597,The Adventurers,NA,West Town,41.89821,-87.6572,Entire home/apt,224,2,209,2023-10-16,1.72,2,350,18,2510880
450648,Condo in Chicago · ★4.72 · 1 bedroom · 1 bed · 1 private bath,2204693,Dl,NA,Loop,41.86765,-87.62271,Private room,NA,32,29,2018-06-05,0.21,1,0,0,City registration pending
2103986,Townhouse in Chicago · ★4.82 · 1 bedroom · 1 bed · 1 shared bath,1838943,Sunnie/Randolph,NA,Lake View,41.93338,-87.63913,Private room,75,1,158,2023-08-28,1.35,1,131,17,R22000091334
464581,Rental unit in Chicago · ★4.81 · 1 bedroom · 2 beds · 1 bath,2308792,Jonathan,NA,Logan Square,41.92518,-87.69549,Entire home/apt,61,32,645,2023-08-17,4.68,1,233,2,R17000017731
507517,Guest suite in Chicago · ★4.92 · 1 bedroom · 1 bed · 1 bath,2501182,Nate,NA,Lincoln Square,41.96678,-87.6973,Entire home/apt,101,2,396,2023-10-02,2.84,1,0,32,R23000111667
2139407,Rental unit in Chicago · ★4.52 · 1 bedroom · 3 beds · 1 bath,10917550,Nicky,NA,Humboldt Park,41.88849,-87.70648,Entire home/apt,68,1,560,2023-12-03,4.63,9,0,41,R22000078847
2189522,Home in Chicago · ★4.95 · 1 bedroom · 1 bed · 1.5 shared baths,1559157,Amanda,NA,Lower West Side,41.84828,-87.68021,Private room,82,2,201,2023-11-06,1.7,3,315,24,R20000054162
2298310,Townhouse in Chicago · ★4.91 · 1 bedroom · 1 bed · 1 shared bath,1385332,Patt,NA,Kenwood,41.80239,-87.60244,Private room,38,14,56,2023-12-09,0.48,19,364,11,R21000072908
542067,Rental unit in Chicago · ★4.88 · 2 bedrooms · 3 beds · 1 bath,2273840,Sarah,NA,Logan Square,41.93142,-87.69989,Entire home/apt,150,3,303,2023-10-19,2.17,1,357,21,R17000015045
2305194,Hostel in Chicago · ★4.47 · 1 bedroom · 4 beds · 11 shared baths,7391164,Wrigley Hostel,NA,Lake View,41.94594,-87.65431,Private room,121,32,60,2023-07-24,0.51,5,12,1,2245608
2305230,Hostel in Chicago · ★4.53 · 1 bedroom · 10 beds · 11 shared baths,7391164,Wrigley Hostel,NA,Lake View,41.94594,-87.65431,Shared room,30,32,421,2023-10-11,3.84,5,363,29,2245608
2320027,Rental unit in Chicago · ★4.58 · 1 bedroom · 1 bed · 1 bath,11848299,Anton,NA,West Town,41.90798,-87.68158,Entire home/apt,148,32,166,2022-08-20,1.39,2,74,0,R12345678901
584590,Rental unit in Chicago · ★4.53 · 1 bedroom · 1 bed · 1 shared bath,2880338,Elizabeth,NA,Lincoln Square,41.96528,-87.6831,Private room,20,32,52,2023-09-08,0.38,2,179,1,R17000015627
2396340,Rental unit in Chicago · ★4.91 · 3 bedrooms · 4 beds · 2 baths,5228189,Matthew,NA,West Town,41.89634,-87.65608,Entire home/apt,182,2,488,2023-12-01,4.11,24,360,34,2385048
634310,Condo in Chicago · ★4.91 · 1 bedroom · 1 bed · 1 shared bath,2915265,Felice,NA,Edgewater,41.99688,-87.66449,Private room,70,3,120,2023-10-09,0.87,2,351,11,R22000091618
640841,Condo in Chicago · ★4.98 · 2 bedrooms · 2 beds · 2.5 baths,3200044,James,NA,Lake View,41.94256,-87.67171,Entire home/apt,286,4,90,2023-10-26,1.34,1,0,15,R21000061279
2479175,Rental unit in Chicago · ★4.77 · 1 bedroom · 1 bed · 1 bath,12681444,Jenny,NA,Lincoln Square,41.96316,-87.69208,Entire home/apt,80,2,262,2023-12-03,2.23,1,137,26,R17000017830
651742,Home in Chicago · ★4.93 · 1 bedroom · 1 bed · 1 shared bath,2824576,Jeff,NA,Forest Glen,41.99178,-87.75747,Private room,75,2,103,2023-11-26,0.78,2,365,12,R21000075759
2499596,Condo in Chicago · ★4.80 · 1 bedroom · 1 bed · 1.5 baths,2768314,Jason,NA,West Town,41.90006,-87.68096,Entire home/apt,79,10,179,2023-12-03,1.51,2,164,8,R23000108359
662034,Home in Chicago · ★4.92 · 1 bedroom · 1 bed · 1 shared bath,2824576,Jeff,NA,Forest Glen,41.99405,-87.75746,Private room,70,2,91,2023-10-08,0.73,2,365,8,R23000095494
668262,Condo in Chicago · ★4.41 · 1 bedroom · 1 bed · 1 shared bath,3382417,Heather,NA,Lake View,41.9331,-87.64919,Private room,84,7,32,2023-10-31,0.32,7,74,3,R18000023663
2515629,Townhouse in Chicago · ★4.78 · 1 bedroom · 1 bed · 1 private bath,12877384,Tanya,NA,East Garfield Park,41.88152,-87.69768,Private room,40,3,169,2023-11-06,1.48,2,132,12,R21000073422
697634,Rental unit in Chicago · ★4.87 · 2 bedrooms · 2 beds · 1 bath,3574415,Marv,NA,Near North Side,41.90437,-87.6335,Entire home/apt,99,32,159,2023-11-18,1.25,2,164,2,City registration pending
2519442,Condo in Chicago · ★4.78 · 1 bedroom · 1 bed · 1.5 baths,7858620,Cynthia,NA,Washington Park,41.79606,-87.62382,Private room,80,2,111,2023-10-09,0.95,1,364,9,R17000013595
726376,Rental unit in Chicago · ★4.70 · 1 bedroom · 1 bed · 1 bath,2658212,James,NA,Lake View,41.93903,-87.65196,Entire home/apt,78,2,789,2023-12-12,5.81,3,50,55,R22000080211
2543231,Rental unit in Chicago · ★4.89 · 1 bedroom · 1 bed · 1 shared bath,2850286,Amado,NA,Lower West Side,41.85669,-87.65132,Private room,65,32,246,2022-09-01,2.08,1,179,0,City registration pending
739495,Rental unit in Chicago · ★4.87 · 2 bedrooms · 2 beds · 1 bath,3867687,Janet,NA,Lincoln Square,41.9765,-87.68144,Entire home/apt,150,32,215,2023-10-10,1.7,1,74,13,R17000020094
2564678,Home in Chicago · ★3.67 · 1 bedroom · 1 bed · 1.5 baths,5654677,Urban Art,NA,South Lawndale,41.85295,-87.70686,Private room,45,32,6,2021-09-13,0.06,3,179,0,R22000076746
2583929,Rental unit in Chicago · ★4.92 · 1 bedroom · 2 beds · 1 bath,3965428,Rob,NA,Near South Side,41.85226,-87.62299,Entire home/apt,145,60,13,2018-06-02,0.11,72,365,0,City registration pending
755701,Rental unit in Chicago · ★4.75 · 3 bedrooms · 6 beds · 1 bath,3920450,Vas,NA,Logan Square,41.93115,-87.71836,Entire home/apt,86,32,26,2023-09-23,0.2,4,275,2,City registration pending
2661465,Rental unit in Chicago · ★4.71 · 1 bedroom · 1 bed · 1 bath,3965428,Rob,NA,Loop,41.88765,-87.61765,Entire home/apt,160,32,24,2018-06-29,0.2,72,365,0,City registration pending
790934,Rental unit in Chicago · ★4.66 · 1 bedroom · 1 bed · 2 shared baths,2907254,Joe,NA,West Ridge,42.01653,-87.68788,Shared room,NA,1,139,2020-02-03,1.03,15,0,0,R21000075752
863120,Condo in Chicago · ★4.93 · 3 bedrooms · 1 bed · 2.5 baths,4525503,Nejla And Enki,NA,Lincoln Park,41.92218,-87.66079,Private room,85,2,151,2023-11-26,1.19,1,150,24,R21000072699
2679456,Serviced apartment in Chicago · ★4.25 · 2 bedrooms · 1 bed · 2 baths,3965428,Rob,NA,Near South Side,41.85255,-87.62121,Entire home/apt,200,120,4,2015-06-24,0.03,72,365,0,City registration pending
887038,Rental unit in Chicago · ★4.26 · 2 bedrooms · 2 beds · 1 bath,101521,Red,NA,Lincoln Park,41.92546,-87.6573,Entire home/apt,97,32,43,2023-08-13,0.33,3,270,6,City registration pending
2693387,Condo in Chicago · ★4.73 · 3 bedrooms · 8 beds · 2 baths,13783917,Nora,NA,West Town,41.91387,-87.67182,Entire home/apt,160,1,143,2023-09-20,1.86,2,280,7,R23000095757
903996,Home in Chicago · ★4.99 · 1 bedroom · 1 bed · 1 private bath,4019426,Colleen,NA,Logan Square,41.92708,-87.71212,Private room,110,32,144,2020-02-16,1.13,1,4,0,R17000015433
2695259,Condo in Chicago · ★4.78 · 3 bedrooms · 3 beds · 1 bath,13793246,Kristi,NA,Lake View,41.93308,-87.6511,Entire home/apt,214,1,161,2023-10-22,2.1,1,0,10,R23000098955
929914,Rental unit in Chicago · ★4.92 · 1 bedroom · 1 bed · 1 bath,5007980,Lynn,NA,Lincoln Park,41.912410736083984,-87.63896942138672,Entire home/apt,128,3,468,2023-11-29,3.59,1,160,46,R21000073898
2715815,Rental unit in Chicago · ★4.76 · 1 bedroom · 2 beds · 1 bath,3965428,Rob,NA,Near South Side,41.85361,-87.62434,Entire home/apt,130,32,17,2023-10-19,0.15,72,350,1,City registration pending
2730613,Guest suite in Chicago · ★4.82 · 1 bedroom · 4 beds · 1 bath,13975150,Janine,NA,Morgan Park,41.68451,-87.67925,Entire home/apt,74,5,164,2023-12-01,1.41,2,241,17,R21000073319
931105,Home in Chicago · ★4.91 · 1 bedroom · 1 bed · 1.5 shared baths,5015135,Samantha,NA,East Garfield Park,41.88538,-87.69801,Private room,136,32,22,2018-11-02,0.17,1,362,0,R17000015264
2730673,Guest suite in Chicago · ★4.78 · 1 bedroom · 2 beds · 1 bath,2698691,LeeO'[Nardo],NA,Grand Boulevard,41.81998688389197,-87.6139066998953,Entire home/apt,89,3,63,2023-11-21,0.54,1,133,27,R21000075379
2731202,Guest suite in Chicago · ★4.80 · 1 bedroom · 4 beds · 1 bath,13975150,Janine,NA,Morgan Park,41.68451,-87.67913,Entire home/apt,79,5,158,2023-10-28,1.5,2,45,13,R21000073319
2819982,Serviced apartment in Chicago · ★4.57 · 2 bedrooms · 2 beds · 2 baths,3965428,Rob,NA,Near South Side,41.85247,-87.62204,Entire home/apt,200,60,7,2016-12-02,0.06,72,364,0,City registration pending
949514,Condo in Chicago · ★4.84 · 1 bedroom · 1 bed · 1 private bath,5148353,Steven,NA,West Town,41.9055,-87.66685,Private room,NA,32,133,2020-03-02,1.01,1,0,0,R17000017886
2824585,Home in Chicago · ★4.79 · 1 bedroom · 1 bed · 1 shared bath,13389580,Ed,NA,Dunning,41.9443,-87.79831,Private room,45,32,29,2022-09-03,0.25,2,346,0,R17000013486
956609,Rental unit in Chicago · 2 bedrooms · 2 beds · 2 baths,4091924,Olga,NA,Rogers Park,42.01612,-87.67443,Entire home/apt,150,7,0,NA,NA,1,365,0,R23000108176
2832376,Rental unit in Chicago · ★4.67 · 1 bedroom · 2 beds · 1 bath,3965428,Rob,NA,Near South Side,41.85434,-87.62194,Entire home/apt,135,32,6,2018-07-07,0.05,72,365,0,City registration pending
2836339,Rental unit in Chicago · ★5.0 · 1 bedroom · 1 bed · 1 bath,3965428,Rob,NA,Near North Side,41.89098,-87.62238,Entire home/apt,155,100,5,2015-01-18,0.04,72,365,0,NA
2844042,Rental unit in Chicago · ★4.92 · 1 bedroom · 1 bed · 1 bath,8813383,Mindy + Tony,NA,West Town,41.89288,-87.68458,Entire home/apt,160,2,162,2023-11-24,1.39,3,352,4,R23000110018
960326,Condo in Chicago · ★4.95 · 3 bedrooms · 3 beds · 2 baths,5228189,Matthew,NA,West Town,41.89602,-87.65659,Entire home/apt,185,2,419,2023-12-03,3.26,24,359,48,2457501
966137,Home in Chicago · ★4.75 · 2 bedrooms · 2 beds · 1 bath,5016495,Erika,NA,Near West Side,41.86801,-87.67877,Entire home/apt,133,32,41,2023-09-01,0.31,1,87,1,city registration pending
2874486,Rental unit in Chicago · ★4.91 · 2 bedrooms · 2 beds · 2 baths,14692157,Ross,NA,West Town,41.90026,-87.66871,Entire home/apt,165,2,240,2023-11-24,2.73,2,258,39,R21000071753
2907500,Home in Chicago · ★4.85 · 1 bedroom · 1 bed · 1 shared bath,11231030,Erik,NA,West Lawn,41.78225,-87.72806,Private room,39,1,348,2023-10-22,3.05,2,317,16,R17000014945
979841,Home in Chicago · ★4.97 · 1 bedroom · 1 bed · 1.5 shared baths,5076708,Lois And Eduardo,NA,Rogers Park,42.00588,-87.66853,Private room,89,2,312,2023-11-26,2.4,4,359,41,R17000015436
979926,Home in Chicago · ★4.97 · 1 bedroom · 1 bed · 1.5 shared baths,5076708,Lois And Eduardo,NA,Rogers Park,42.00477,-87.66842,Private room,79,2,342,2023-11-26,2.65,4,359,40,R17000015436
979942,Home in Chicago · ★4.93 · 1 bedroom · 2 beds · 1.5 shared baths,5076708,Lois And Eduardo,NA,Rogers Park,42.00378,-87.66807,Private room,79,2,310,2023-11-27,2.38,4,358,27,R17000015436
983640,Rental unit in Chicago · ★4.95 · 2 bedrooms · 3 beds · 1 bath,5076708,Lois And Eduardo,NA,Rogers Park,42.00456,-87.67058,Entire home/apt,179,2,263,2023-11-25,2.05,4,352,31,R17000015436
1020810,Rental unit in Chicago · ★4.68 · 1 bedroom · 1 bed · 1 bath,3843347,Andrea,NA,Near North Side,41.89395,-87.62593,Entire home/apt,85,32,38,2023-07-15,0.29,3,200,3,City registration pending
3031898,Condo in Chicago · ★4.84 · 2 bedrooms · 1 bed · 2 baths,15442332,Karen Sophie,NA,South Shore,41.77206,-87.569820000000007,Entire home/apt,85,32,245,2019-10-23,2.1,1,354,0,City registration pending
1027463,Home in Chicago · ★4.36 · 1 bedroom · 1 bed · 1 shared bath,5654677,Urban Art,NA,North Lawndale,41.8544,-87.70852,Private room,45,32,11,2021-09-05,0.11,3,89,0,R22000076746
1027741,Rental unit in Chicago · ★4.0 · 1 bedroom · 1 bed · 1.5 shared baths,5654677,Urban Art,NA,North Lawndale,41.85454,-87.70802,Private room,NA,32,5,2019-10-13,0.08,3,0,0,R22000076746
3053081,Rental unit in Chicago · ★4.84 · 1 bedroom · 1 bed · 1 bath,1368870,Paul,NA,Logan Square,41.91571,-87.67449,Entire home/apt,112,2,467,2023-12-03,4.01,1,0,39,R22000090195
1083987,Rental unit in Chicago · ★5.0 · 1 bedroom · 2 beds · 1 bath,3965428,Rob,NA,Near South Side,41.85395,-87.62468,Entire home/apt,135,32,16,2021-06-01,0.12,72,365,0,City registration pending
1096191,Condo in Chicago · ★4.67 · Studio · 1 bed · 1 bath,6023157,Nataliya,NA,Uptown,41.97271,-87.65236,Entire home/apt,60,32,83,2023-09-30,0.64,1,16,15,0000000
3068787,Rental unit in Chicago · ★4.94 · 2 bedrooms · 2 beds · 2 baths,7780304,Mark And Collette,NA,North Center,41.96136,-87.6784,Entire home/apt,174,3,155,2023-11-25,1.53,1,334,32,R22000080115
1171860,Rental unit in Chicago · ★4.75 · 1 bedroom · 1 bed · 1 bath,2658212,James,NA,Lincoln Park,41.92655,-87.64226,Entire home/apt,78,2,689,2023-12-07,5.41,3,41,46,R22000081599
1185749,Condo in Chicago · ★4.89 · 3 bedrooms · 4 beds · 1 bath,1664593,Matt And Christy,NA,Near West Side,41.87033,-87.6826,Entire home/apt,240,3,363,2023-11-13,2.83,1,81,21,R23000099312
3083343,Rental unit in Chicago · ★4.72 · 2 bedrooms · 3 beds · 1 bath,209564,Ami,NA,Logan Square,41.91533279418945,-87.67047882080078,Entire home/apt,114,2,129,2023-11-26,1.16,6,0,13,R18000036344
1195259,Rental unit in Chicago · ★4.90 · 2 bedrooms · 2 beds · 1 bath,2899484,Jason,NA,West Town,41.90914,-87.67859,Entire home/apt,138,32,212,2023-10-10,1.65,2,239,7,R19000037818
3172794,Home in Chicago · ★4.89 · 6 bedrooms · 9 beds · 2.5 baths,16090300,John,NA,Logan Square,41.91634,-87.69335,Entire home/apt,1093,1,81,2023-07-21,0.71,9,363,7,R17000015252
1242709,Rental unit in Evanston · ★4.31 · 2 bedrooms · 2 beds · 1 bath,1254363,Mark,NA,Rogers Park,42.01938,-87.67985,Entire home/apt,149,7,16,2022-10-15,0.15,1,364,0,NA
1304049,Home in Chicago · ★4.65 · 1 bedroom · 1 bed · 1 bath,7089017,Sharon,NA,Near West Side,41.86967,-87.68284,Private room,103,32,123,2023-10-09,0.98,1,365,5,R17000015307
